text,label
"['supporters', 'labor', 'unions', 'view', 'workers', '’', 'primary', 'line', 'defense', 'efforts', 'profit', '-', 'seeking', 'firms', 'hold', 'wages', 'benefits']",0
"['two', 'key', 'issues', 'dispute', 'desire', 'shipping', 'companies', 'port', 'operators', 'use', 'handheld', 'scanners', 'record', '-', 'keeping', 'computer', '-', 'operated', 'cabs', 'loading', 'unloading', 'ships', '—', 'changes', 'union', 'opposed', 'along', 'overtime', 'pay']",0
"['president', 'obama', 'threatened', 'use', 'labor', 'management', 'relations', 'act', '1947—commonly', 'known', 'taft', '-', 'hartley', 'act', '—', 'court', 'impose', '80-day', '“', 'cooling', '-', 'period', '”', 'order', 'allow', 'time', 'negotiations', 'proceed', 'without', 'threat', 'work', 'stoppage']",1
"['federal', 'mediators', 'called', 'two', 'sides', 'agreed', 'deal', 'february', '2015']",0
"['close', 'connection', 'union', 'membership', 'friendly', 'legal', 'environment', 'apparent', 'history', 'us', 'unions']",0
"['great', 'rise', 'union', 'membership', '1930s', 'followed', 'passage', 'national', 'labor', '-', 'management', 'relations', 'act', '1935', 'specified', 'workers', 'right', 'organize', 'unions', 'management', 'give', 'fair', 'chance']",1
"['us', 'government', 'strongly', 'encouraged', 'formation', 'unions', 'early', '1940s', 'belief', 'unions', 'would', 'help', 'coordinate', '-', 'production', 'efforts', 'needed', 'world', 'war', 'ii']",0
"['investigating', 'black', '/', 'white', 'earnings', 'gapblacks', 'experienced', 'blatant', 'labor', 'market', 'discrimination', 'much', 'twentieth', 'century']",0
"['passage', 'civil', 'rights', 'act', '1964', 'legal', 'many', 'states', 'refuse', 'hire', 'black', 'worker', 'regardless', 'credentials', 'experience', 'worker']",0
"['moreover', 'blacks', 'often', 'denied', 'access', 'educational', 'opportunities', 'turn', 'meant', 'lower', 'levels', 'qualifications', 'many', 'jobs']",0
"['civil', 'rights', 'act', '1964', 'prohibits', 'employment', 'discrimination', 'based', 'race', 'color', 'religion', 'sex', 'national', 'origin']",1
"['age', 'discrimination', 'employment', 'act', '1967', 'prohibited', 'discrimination', 'basis', 'age', 'individuals', '40', 'years', 'age', 'older']",1
"['civil', 'rights', 'act', '1991', 'provides', 'monetary', 'damages', 'cases', 'intentional', 'employment', 'discrimination']",1
"['today', 'affirmative', 'action', 'policies', 'applied', 'federal', 'contractors', 'lost', 'discrimination', 'lawsuit']",0
"['type', 'redress', 'enforced', 'federal', 'equal', 'employment', 'opportunity', 'commission', 'eeoc']",0
"['august', '2009', 'many', 'members', 'us', 'congress', 'used', 'summer', 'recess', 'return', 'home', 'districts', 'hold', 'town', 'hall', '-', 'style', 'meetings', 'discuss', 'president', 'obama', '’', 'proposed', 'changes', 'us', 'healthcare', 'system']",1
"['officially', 'known', 'patient', 'protection', 'affordable', 'care', 'act', 'ppaca', 'affordable', 'care', 'act', 'aca', 'popularly', 'known', 'obamacare']",0
"['bill', '’', 'opponents', '’', 'claims', 'ranged', 'charge', 'changes', 'unconstitutional', 'would', 'add', '$', '750', 'billion', 'deficit', 'extreme', 'claims', 'inclusion', 'things', 'like', 'implantation', 'microchips', '-', 'called', '“', 'death', 'panels', '”', 'decide', 'critically', '-', 'ill', 'patients', 'receive', 'care']",0
"['also', 'transaction', 'may', 'characterized', 'asymmetric', 'information', 'one', 'party', 'information', 'regarding', 'economic', 'transaction']",1
"['let', '’', 'begin', 'examples', 'imperfect', 'information', 'complicates', 'transactions', 'goods', 'labor', 'financial', 'capital', 'markets']",0
"['presence', 'imperfect', 'information', 'easily', 'cause', 'decline', 'prices', 'quantities', 'products', 'sold']",0
"['market', 'buyers', 'sellers', 'sometimes', 'referred', 'thin', 'market']",1
"['contrast', 'market', 'many', 'buyers', 'sellers', 'called', 'thick', 'market']",1
"['imperfect', 'information', 'severe', 'buyers', 'sellers', 'discouraged', 'participating', 'markets', 'may', 'become', 'extremely', 'thin', 'relatively', 'small', 'number', 'buyer', 'sellers', 'attempt', 'communicate', 'enough', 'information', 'agree', 'price']",0
"['“', 'knew', 'economics', 'would', 'irrational', '”', 'many', 'mainstream', 'economists', 'seem', 'saying']",0
"['group', 'known', 'behavioral', 'economists', 'challenged', 'notion', 'much', '-', 'called', '“', 'quirky', '”', 'behavior', 'extremely', 'common', 'among', 'us']",0
"['example', 'conventional', 'economist', 'would', 'say', 'lost', '$', '10', 'bill', 'today', 'also', 'got', 'extra', '$', '10', 'paycheck', 'feel', 'perfectly', 'neutral']",0
"['sellers', 'may', 'offer', 'warranty', 'promise', 'fix', 'replace', 'good', 'least', 'certain', 'period', 'time']",1
"['seller', 'may', 'also', 'offer', 'buyer', 'chance', 'buy', 'service', 'contract', 'buyer', 'pays', 'extra', 'amount', 'seller', 'agrees', 'fix', 'anything', 'goes', 'wrong', 'set', 'time', 'period']",1
"['service', 'contracts', 'often', 'used', 'large', 'purchases', 'cars', 'appliances', 'even', 'houses']",0
"['financial', 'capital', 'market', 'bank', 'makes', 'loan', 'requires', 'prospective', 'borrower', 'fill', 'forms', 'regarding', 'sources', 'income', 'addition', 'bank', 'conducts', 'credit', 'check', 'individual', '’', 'past', 'borrowing']",0
"['another', 'approach', 'require', 'cosigner', 'loan', 'another', 'person', 'firm', 'legally', 'pledges', 'repay', 'money', 'original', 'borrower']",1
"['insurance', 'method', 'households', 'firms', 'use', 'prevent', 'single', 'event', 'significant', 'detrimental', 'financial', 'effect']",1
"['generally', 'households', 'firms', 'insurance', 'make', 'regular', 'payments', 'called', 'premiums']",1
"['unemployment', 'insurance', 'employers', 'every', 'state', 'pay', 'small', 'amount', 'unemployment', 'insurance', 'goes', 'fund', 'used', 'pay', 'benefits', 'workers', 'period', 'time', 'usually', 'six', 'months', 'lose', 'jobs']",1
"['workman', '’', 'compensation', 'insurance', 'employers', 'required', 'law', 'pay', 'small', 'percentage', 'salaries', 'pay', 'funds', 'typically', 'run', 'state', 'level', 'used', 'pay', 'benefits', 'workers', 'suffer', 'injury', 'job']",1
"['moral', 'hazard', 'refers', 'case', 'people', 'engage', 'riskier', 'behavior', 'insurance', 'would', 'insurance']",1
"['example', 'health', 'insurance', 'covers', 'cost', 'visiting', 'doctor', 'may', 'less', 'likely', 'take', 'precautions', 'catching', 'illness', 'might', 'require', 'doctor', '’', 'visit']",0
"['health', 'insurance', 'policies', 'often', 'copayment', 'policyholder', 'must', 'pay', 'small', 'amount', 'example', 'person', 'might', 'pay', '$', '20', 'doctor', 'visit', 'insurance', 'company', 'would', 'cover', 'rest']",1
"['another', 'method', 'cost', '-', 'sharing', 'coinsurance', 'means', 'insurance', 'company', 'covers', 'certain', 'percentage', 'cost']",1
"['example', 'insurance', 'might', 'pay', '80', '%', 'costs', 'repairing', 'home', 'fire', 'homeowner', 'would', 'pay', '20', '%']",0
"['adverse', 'selection', 'refers', 'problem', 'buyers', 'insurance', 'information', 'whether', 'high', '-', 'risk', 'low', '-', 'risk', 'insurance', 'company']",1
"['creates', 'asymmetric', 'information', 'problem', 'insurance', 'company', 'buyers', 'high', '-', 'risk', 'tend', 'want', 'buy', 'insurance', 'without', 'letting', 'insurance', 'company', 'know', 'higher', 'risk']",0
"['march', '2010', 'president', 'obama', 'signed', 'law', 'patient', 'protection', 'affordable', 'care', 'act', 'ppaca']",0
"['highly', 'contentious', 'law', 'began', 'phased', 'time', 'starting', 'october', '2013']",0
"['individuals', 'however', 'take', 'thousand', 'dollars', 'save', 'given', 'year', 'write', 'letter', 'general', 'motors', 'firm', 'negotiate', 'invest', 'money', 'firm']",0
"['financial', 'capital', 'markets', 'bridge', 'gap', 'find', 'ways', 'take', 'inflow', 'funds', 'many', 'separate', 'suppliers', 'financial', 'capital', 'transform', 'funds', 'desired', 'demanders', 'financial', 'capital']",1
"['financial', 'markets', 'include', 'stocks', 'bonds', 'bank', 'loans', 'financial', 'investments']",0
"['also', 'provide', 'advice', 'potential', 'products', 'customers', 'key', 'employees']",0
